halt_punkt_id;halt_punkt_diva;halt_id;GPS_Latitude;GPS_Longitude;GPS_Bearing;halt_punkt_ist_aktiv
4669;50;2057;47,4043;8,403789;266;TRUE
4672;51;2059;47,397739;8,41709;271;TRUE
4674;82;2060;47,369786;8,518753;150;FALSE
4684;81;2061;47,393346;8,39057;315;FALSE
4690;83;2063;47,393069;8,392539;196;FALSE
4721;0;2078;47,404735;8,604509;119;FALSE
4723;51;2079;47,402021;8,607762;;TRUE
4729;0;2081;47,395075;8,543971;48;TRUE
4731;81;2082;47,397703;8,604315;18;FALSE
4737;1;2083;47,416685;8,568764;120;FALSE
4744;80;2084;47,365084;8,553425;0;FALSE
4751;0;2085;47,394859;8,536456;135;TRUE
4753;0;2086;47,384254;8,54021;155;FALSE
4756;1;2087;47,388276;8,539181;347;FALSE
4761;1;2088;47,380298;8,542817;13;FALSE
4765;80;2089;47,409984;8,537907;190;FALSE
4771;0;2090;47,405948;8,537638;194;TRUE
4779;0;2092;47,350922;8,583019;336;FALSE
4787;81;2094;47,345329;8,59302;71;FALSE
4792;50;2096;47,336106;8,618147;29;TRUE
4808;52;2103;47,346019;8,602233;254;TRUE
4812;80;2104;47,365601;8,547372;315;FALSE
4827;0;2110;47,360035;8,568583;118;FALSE
4833;81;2111;47,366133;8,54729;230;FALSE
4843;13;2113;47,361462;8,559664;230;FALSE
4851;51;2114;47,34656;8,597613;284;FALSE
4866;54;2120;47,322405;8,660641;183;TRUE
4872;1;2121;47,354701;8,574929;334;TRUE
4903;50;2137;47,327016;8,529447;183;TRUE
4907;50;2139;47,334392;8,529919;180;TRUE
4911;51;2141;47,316436;8,530081;347;FALSE
4913;50;2142;47,324998;8,531195;160;TRUE
4915;50;2143;47,319801;8,533814;160;FALSE
4917;10;2144;47,382271;8,507166;215;FALSE
4918;84;2145;47,338306;8,530793;109;FALSE
4926;20;2146;47,336765;8,533011;142;TRUE
4950;50;2158;47,313753;8,534166;236;FALSE
4954;50;2160;47,322332;8,528874;188;TRUE
4992;1;2183;47,359888;8,522882;35;FALSE
5002;1;2187;47,409495;8,598081;356;TRUE
5016;11;2198;47,414346;8,48071;339;TRUE
6210;1;2228;47,368372;8,539843;346;FALSE
5087;50;2244;47,385062;8,495117;116;FALSE
5094;2;2245;47,381387;8,50352;300;TRUE
5104;10;2247;47,374653;8,524387;199;FALSE
5106;1;2248;47,375513;8,517121;289;FALSE
5113;51;2250;47,376803;8,513757;332;FALSE
5117;90;2251;47,373364;8,521752;;TRUE
5120;1;2253;47,383269;8,499386;301;FALSE
5124;0;2254;47,38381;8,491384;242;FALSE
5127;0;2256;47,376049;8,537525;19;FALSE
5131;0;2257;47,41746;8,553752;211;FALSE
5137;90;2258;47,380202;8,548152;;TRUE
5145;1;2260;47,386039;8,548274;324;FALSE
5152;1;2262;47,375993;8,534001;222;FALSE
5179;91;2274;47,390906;8,545434;;TRUE
5184;0;2275;47,362999;8,557869;135;TRUE
5187;80;2276;47,403601;8,547871;206;FALSE
5211;92;2287;47,38468;8,531332;;TRUE
5222;0;2289;47,379756;8,537443;201;FALSE
5226;80;2290;47,388653;8,525877;311;FALSE
5233;0;2292;47,388801;8,546384;164;FALSE
5237;1;2293;47,383341;8,548191;3;FALSE
5239;81;2294;47,382336;8,534741;313;FALSE
5243;80;2295;47,35798;8,571756;0;FALSE
5253;81;2298;47,386919;8,528584;319;FALSE
5256;0;2299;47,391493;8,521458;157;FALSE
5258;0;2300;47,40955;8,548458;114;FALSE
5260;20;2301;47,415028;8,557809;197;FALSE
5261;0;2302;47,379136;8,544938;319;FALSE
5273;1;2308;47,360386;8,564831;277;TRUE
5280;91;2312;47,35107;8,58012;;TRUE
5286;90;2313;47,406052;8,548386;;TRUE
5293;1;2315;47,393788;8,544964;354;FALSE
5297;63;2316;47,39691;8,595436;310;FALSE
5314;50;2320;47,332917;8,623012;331;FALSE
5322;51;2324;47,407593;8,467355;296;TRUE
5326;50;2326;47,387757;8,620385;135;FALSE
5327;51;2327;47,41828;8,37176;323;TRUE
5331;50;2328;47,392924;8,431161;61;TRUE
5334;50;2329;47,40962;8,642714;241;FALSE
5339;50;2332;47,39355;8,417861;169;TRUE
5341;50;2333;47,418583;8,429479;269;TRUE
5343;51;2334;47,415655;8,444585;313;FALSE
5346;54;2336;47,402338;8,394202;224;FALSE
5350;51;2337;47,410419;8,642692;322;FALSE
5352;50;2338;47,417449;8,396487;109;FALSE
5354;50;2339;47,425765;8,400228;186;FALSE
5358;50;2341;47,384271;8,421663;158;TRUE
5369;50;2346;47,39901;8,394168;210;TRUE
5373;50;2348;47,432576;8,571792;114;TRUE
5377;51;2350;47,422354;8,374111;84;TRUE
5378;50;2351;47,370534;8,425012;260;FALSE
5380;50;2352;47,409057;8,448197;22;TRUE
5384;50;2354;47,419865;8,413043;115;TRUE
5390;1;2356;47,398617;8,591141;121;TRUE
5395;81;2358;47,388236;8,621579;10;FALSE
5399;50;2360;47,414023;8,379835;128;TRUE
5401;50;2361;47,417409;8,399097;170;TRUE
5403;51;2362;47,405526;8,447733;169;FALSE
5405;51;2363;47,391087;8,389669;34;FALSE
5412;52;2366;47,398599;8,419569;117;TRUE
5415;80;2367;47,356337;8,532194;359;FALSE
5418;51;2368;47,414468;8,414084;1;FALSE
5420;50;2369;47,397116;8,424788;92;FALSE
5422;50;2370;47,420636;8,368528;29;FALSE
5428;50;2373;47,387377;8,420237;161;TRUE
5430;50;2374;47,387217;8,422194;246;TRUE
5432;20;2375;47,404466;8,557971;104;FALSE
5442;50;2376;47,387952;8,388089;200;TRUE
5444;50;2377;47,365419;8,428783;64;FALSE
5445;51;2378;47,407631;8,411998;40;TRUE
5447;50;2379;47,401771;8,390972;334;TRUE
5449;50;2380;47,396591;8,44812;357;TRUE
5451;50;2381;47,400227;8,406895;130;TRUE
5453;50;2382;47,395914;8,438053;245;TRUE
5456;11;2383;47,393083;8,474546;297;TRUE
5460;51;2385;47,394467;8,393213;352;TRUE
5461;50;2386;47,382176;8,42577;209;TRUE
5463;50;2387;47,432773;8,354662;332;TRUE
5464;50;2388;47,418826;8,368841;81;TRUE
5466;50;2389;47,41175;8,414246;175;TRUE
5470;51;2391;47,390216;8,418568;163;TRUE
5472;53;2392;47,403427;8,391982;56;TRUE
5478;50;2394;47,419277;8,393962;132;TRUE
5483;50;2396;47,394113;8,376039;258;TRUE
5484;50;2397;47,422183;8,369655;139;TRUE
5486;51;2398;47,396275;8,426323;183;TRUE
5490;50;2399;47,39876;8,618037;122;TRUE
5492;50;2400;47,396021;8,616651;214;TRUE
5496;50;2401;47,419517;8,433857;76;TRUE
5501;0;2404;47,351438;8,531909;178;FALSE
5504;91;2406;47,401024;8,551103;;TRUE
5519;50;2410;47,41056;8,449166;13;TRUE
5521;51;2411;47,405591;8,473954;276;FALSE
5523;51;2412;47,378142;8,423113;354;TRUE
5526;0;2413;47,360526;8,531605;168;FALSE
5530;82;2414;47,367788;8,534998;254;FALSE
5550;20;2422;47,407102;8,572734;175;FALSE
5552;20;2423;47,423683;8,505306;117;TRUE
5554;20;2424;47,425019;8,500919;113;FALSE
5556;20;2425;47,426212;8,496331;293;FALSE
5558;50;2426;47,360937;8,599156;72;TRUE
5560;51;2427;47,354883;8,633573;274;TRUE
5562;10;2428;47,358193;8,5875;92;FALSE
5564;10;2429;47,411533;8,525364;129;TRUE
5567;50;2430;47,361209;8,638521;320;FALSE
5568;51;2431;47,360883;8,632662;245;FALSE
5570;50;2432;47,366893;8,624773;4;TRUE
5575;11;2434;47,361162;8,571016;296;TRUE
5577;21;2435;47,410793;8,567791;277;FALSE
5579;80;2436;47,359203;8,624602;146;FALSE
5583;10;2437;47,358642;8,590277;74;FALSE
5585;11;2438;47,360446;8,578904;298;TRUE
5587;20;2439;47,424333;8,512795;303;FALSE
5590;21;2440;47,40399;8,569011;267;TRUE
5592;21;2441;47,404227;8,562259;280;TRUE
5594;20;2442;47,410504;8,532352;111;TRUE
5596;50;2443;47,351323;8,641197;87;FALSE
5600;10;2444;47,35826;8,584404;90;FALSE
5602;20;2445;47,422023;8,509766;281;TRUE
5604;50;2446;47,419991;8,684708;89;FALSE
5605;50;2447;47,364313;8,620228;7;FALSE
5607;51;2448;47,357135;8,628024;322;TRUE
5611;52;2449;47,339186;8,651303;180;TRUE
5615;11;2450;47,359741;8,593769;246;FALSE
5618;20;2451;47,410716;8,556301;86;TRUE
5620;50;2452;47,371708;8,634056;108;TRUE
5622;20;2453;47,41401;8,541117;78;TRUE
5624;22;2454;47,414531;8,519316;19;TRUE
5630;53;2455;47,340341;8,668383;265;FALSE
5634;21;2456;47,406109;8,568447;304;FALSE
5635;10;2457;47,415504;8,513385;111;TRUE
5637;51;2458;47,380364;8,651983;179;TRUE
5639;51;2459;47,371737;8,639976;220;TRUE
5643;20;2460;47,407265;8,549431;116;TRUE
5645;50;2461;47,368651;8,628705;35;TRUE
5647;50;2462;47,36263;8,617595;101;TRUE
5649;20;2463;47,40573;8,553838;117;FALSE
5651;50;2464;47,3431;8,660943;102;FALSE
5653;20;2465;47,410858;8,563949;87;TRUE
5655;50;2466;47,361357;8,603031;74;TRUE
5657;50;2467;47,337815;8,674068;49;TRUE
5659;20;2468;47,410749;8,558448;96;FALSE
5661;20;2469;47,42064;8,508506;112;TRUE
